編號,寶可夢,屬性1,屬性2,最高CP,攻擊,防禦,耐力,代,圖片連結,詳情頁
470,葉伊布,Grass,,3328,216,219,163,4,http://db.pokemonhubs.com/zh/imgs/180795336605efc0c809d9.png,http://db.pokemonhubs.com/zh/detail.php?p_id=278
471,冰伊布,Ice,,3535,238,205,163,4,http://db.pokemonhubs.com/zh/imgs/1863527973605efcb520f89.png,http://db.pokemonhubs.com/zh/detail.php?p_id=279
472,天蠍王,Ground,Flying,3043,185,222,181,4,http://db.pokemonhubs.com/zh/imgs/1556698174605efd9309a8e.png,http://db.pokemonhubs.com/zh/detail.php?p_id=280
473,象牙豬,Ice,Ground,3763,247,146,242,4,http://db.pokemonhubs.com/zh/imgs/2012816101605efe777fed6.png,http://db.pokemonhubs.com/zh/detail.php?p_id=281
474,多邊獸Z,Normal,,3693,264,150,198,4,http://db.pokemonhubs.com/zh/imgs/1997493543605eff5d1f4d5.png,http://db.pokemonhubs.com/zh/detail.php?p_id=282
475,艾路雷朵,Psychic,Fighting,3497,237,195,169,4,http://db.pokemonhubs.com/zh/imgs/597294580605f001ed9f58.png,http://db.pokemonhubs.com/zh/detail.php?p_id=283
476,大朝北鼻,Rock,Steel,2351,135,275,155,4,http://db.pokemonhubs.com/zh/imgs/980750444605f7333033c2.png,http://db.pokemonhubs.com/zh/detail.php?p_id=284
477,黑夜魔靈,Ghost,,2700,180,254,128,4,http://db.pokemonhubs.com/zh/imgs/1135074333605f741275e03.png,http://db.pokemonhubs.com/zh/detail.php?p_id=285
478,雪妖女,Ice,Ghost,2306,171,150,172,4,http://db.pokemonhubs.com/zh/imgs/429649699605f74ecf2fc0.png,http://db.pokemonhubs.com/zh/detail.php?p_id=286
479,洛托姆,Electric,Ghost,2296,185,159,137,4,http://db.pokemonhubs.com/zh/imgs/1731605543605f75e44542f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=287
480,由克希,Psychic,,2853,156,270,181,4,http://db.pokemonhubs.com/zh/imgs/163624478605f768057ccc.png,http://db.pokemonhubs.com/zh/detail.php?p_id=288
481,艾姆利多,Psychic,,3457,212,212,190,4,http://db.pokemonhubs.com/zh/imgs/1832531462605f774a1b1d2.png,http://db.pokemonhubs.com/zh/detail.php?p_id=289
482,亞克諾姆,Psychic,,3629,270,151,181,4,http://db.pokemonhubs.com/zh/imgs/527514370605f782d13731.png,http://db.pokemonhubs.com/zh/detail.php?p_id=290
483,帝牙盧卡,Steel,Dragon,4565,275,211,205,4,http://db.pokemonhubs.com/zh/imgs/2072821034605f790404814.png,http://db.pokemonhubs.com/zh/detail.php?p_id=291
484,帕路奇亞,Water,Dragon,4512,280,215,189,4,http://db.pokemonhubs.com/zh/imgs/1068720719605f79e274363.png,http://db.pokemonhubs.com/zh/detail.php?p_id=292
485,席多藍恩,Fire,Steel,4244,251,213,209,4,http://db.pokemonhubs.com/zh/imgs/1152733329605f7ad4e29c4.png,http://db.pokemonhubs.com/zh/detail.php?p_id=293
486,雷吉奇卡斯,Normal,,4913,287,210,221,4,http://db.pokemonhubs.com/zh/imgs/1587820034605f7b6e54930.png,http://db.pokemonhubs.com/zh/detail.php?p_id=294
487,騎拉帝納,Ghost,Dragon,3820,187,225,284,4,http://db.pokemonhubs.com/zh/imgs/2107544865605f7c3e5cdb6.png,http://db.pokemonhubs.com/zh/detail.php?p_id=295
488,克雷色利亞,Psychic,,3230,152,258,260,4,http://db.pokemonhubs.com/zh/imgs/1043709958605f7ce8cfe86.png,http://db.pokemonhubs.com/zh/detail.php?p_id=296
489,霏歐納,Water,,2380,162,162,190,4,http://db.pokemonhubs.com/zh/imgs/1003170848605f7dab71564.png,http://db.pokemonhubs.com/zh/detail.php?p_id=297
490,瑪納霏,Water,,3691,210,210,225,4,http://db.pokemonhubs.com/zh/imgs/2136483834605f7e46c32c3.png,http://db.pokemonhubs.com/zh/detail.php?p_id=298
491,達克萊伊,Dark,,4227,285,198,172,4,http://db.pokemonhubs.com/zh/imgs/1369883192605f7eedc0829.png,http://db.pokemonhubs.com/zh/detail.php?p_id=299
492,謝米,Grass,,3691,210,210,225,4,http://db.pokemonhubs.com/zh/imgs/1680565738605f7faa73840.png,http://db.pokemonhubs.com/zh/detail.php?p_id=300
493,阿爾宙斯,Bug,,4510,238,238,237,4,http://db.pokemonhubs.com/zh/imgs/1252334793605f8065ada97.png,http://db.pokemonhubs.com/zh/detail.php?p_id=301
494,比克提尼,Psychic,Fire,3691,210,210,225,4,http://db.pokemonhubs.com/zh/imgs/294581193605f821b75dba.png,http://db.pokemonhubs.com/zh/detail.php?p_id=302
578,雙卵細胞球,Psychic,,2282,208,103,163,4,http://db.pokemonhubs.com/zh/imgs/1016401945606c6578cdc5c.png,http://db.pokemonhubs.com/zh/detail.php?p_id=588
495,藤藤蛇,Grass,,960,88,107,128,5,http://db.pokemonhubs.com/zh/imgs/1707898341605f82cf02669.png,http://db.pokemonhubs.com/zh/detail.php?p_id=303
496,青藤蛇,Grass,,1629,122,152,155,5,http://db.pokemonhubs.com/zh/imgs/2101154191605f839595d7e.png,http://db.pokemonhubs.com/zh/detail.php?p_id=304
497,君主蛇,Grass,,2574,161,204,181,5,http://db.pokemonhubs.com/zh/imgs/62601410605f844d69aa8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=305
498,暖暖豬,Fire,,1224,115,85,163,5,http://db.pokemonhubs.com/zh/imgs/429520355606763a99f922.png,http://db.pokemonhubs.com/zh/detail.php?p_id=418
499,炒炒豬,Fire,Fighting,2175,173,106,207,5,http://db.pokemonhubs.com/zh/imgs/534100275606764ae1013d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=419
500,炎武王,Fire,Fighting,3372,235,127,242,5,http://db.pokemonhubs.com/zh/imgs/661192839606765767cbeb.png,http://db.pokemonhubs.com/zh/detail.php?p_id=420
501,水水獺,Water,,1182,117,85,146,5,http://db.pokemonhubs.com/zh/imgs/5251286506067664911a50.png,http://db.pokemonhubs.com/zh/detail.php?p_id=421
502,雙刃丸,Water,,1968,159,116,181,5,http://db.pokemonhubs.com/zh/imgs/15762983166067683865c5d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=422
503,大劍鬼,Water,,3194,212,157,216,5,http://db.pokemonhubs.com/zh/imgs/905314243606768e43b488.png,http://db.pokemonhubs.com/zh/detail.php?p_id=423
504,探探鼠,Normal,,895,98,73,128,5,http://db.pokemonhubs.com/zh/imgs/1456136388606769a8700cc.png,http://db.pokemonhubs.com/zh/detail.php?p_id=424
505,步哨鼠,Normal,,2056,165,139,155,5,http://db.pokemonhubs.com/zh/imgs/6191967660676a29f05e4.png,http://db.pokemonhubs.com/zh/detail.php?p_id=425
506,小約克,Normal,,1035,107,86,128,5,http://db.pokemonhubs.com/zh/imgs/106560880960676af14cfc6.png,http://db.pokemonhubs.com/zh/detail.php?p_id=426
507,哈約克,Normal,,1789,145,126,163,5,http://db.pokemonhubs.com/zh/imgs/167406573860676b8fd840e.png,http://db.pokemonhubs.com/zh/detail.php?p_id=427
508,長毛狗,Normal,,3196,206,182,198,5,http://db.pokemonhubs.com/zh/imgs/85862582460676c112bdb0.png,http://db.pokemonhubs.com/zh/detail.php?p_id=428
509,扒手貓,Dark,,872,98,73,121,5,http://db.pokemonhubs.com/zh/imgs/25245965060676d36c71e6.png,http://db.pokemonhubs.com/zh/detail.php?p_id=429
510,酷豹,Dark,,2087,187,106,162,5,http://db.pokemonhubs.com/zh/imgs/127660081960676dda76003.png,http://db.pokemonhubs.com/zh/detail.php?p_id=430
511,花椰猴,Grass,,1081,104,94,137,5,http://db.pokemonhubs.com/zh/imgs/110214551160676f3d379f7.png,http://db.pokemonhubs.com/zh/detail.php?p_id=431
512,花椰猿,Grass,,2657,206,133,181,5,http://db.pokemonhubs.com/zh/imgs/88614827760676fdd3629b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=432
513,爆香猴,Fire,,1081,104,94,137,5,http://db.pokemonhubs.com/zh/imgs/10388676166068abcabd87f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=444
514,爆香猿,Fire,,2657,206,133,181,5,http://db.pokemonhubs.com/zh/imgs/20455927586068ac91cb24e.png,http://db.pokemonhubs.com/zh/detail.php?p_id=445
515,冷水猴,Water,,1081,104,94,137,5,http://db.pokemonhubs.com/zh/imgs/6387708796068ad3d138c9.png,http://db.pokemonhubs.com/zh/detail.php?p_id=446
516,冷水猿,Water,,2657,206,133,181,5,http://db.pokemonhubs.com/zh/imgs/2043593516068adb548f8f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=447
517,食夢夢,Psychic,,1294,111,92,183,5,http://db.pokemonhubs.com/zh/imgs/78079076068ae3f60f18.png,http://db.pokemonhubs.com/zh/detail.php?p_id=448
518,夢夢蝕,Psychic,,3079,183,166,253,5,http://db.pokemonhubs.com/zh/imgs/17564199556068aef7b596d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=449
519,豆豆鴿,Normal,Flying,958,98,80,137,5,http://db.pokemonhubs.com/zh/imgs/5085867706068afc6cc990.png,http://db.pokemonhubs.com/zh/detail.php?p_id=450
520,咕咕鴿,Normal,Flying,1631,144,107,158,5,http://db.pokemonhubs.com/zh/imgs/11995557616068b069cc1a1.png,http://db.pokemonhubs.com/zh/detail.php?p_id=451
521,高傲雉雞,Normal,Flying,3091,226,146,190,5,http://db.pokemonhubs.com/zh/imgs/632370986068b26aaa5ac.png,http://db.pokemonhubs.com/zh/detail.php?p_id=452
522,斑斑馬,Electric,,998,118,64,128,5,http://db.pokemonhubs.com/zh/imgs/10509593536068b468b048f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=453
523,雷電斑馬,Electric,,2745,211,136,181,5,http://db.pokemonhubs.com/zh/imgs/18562167146068b4ec1a03a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=454
524,石丸子,Rock,,1362,121,110,146,5,http://db.pokemonhubs.com/zh/imgs/16989699386068b63119cdd.png,http://db.pokemonhubs.com/zh/detail.php?p_id=455
525,地幔岩,Rock,,2293,174,143,172,5,http://db.pokemonhubs.com/zh/imgs/4208163256068b70e33383.png,http://db.pokemonhubs.com/zh/detail.php?p_id=456
526,龐岩怪,Rock,,3650,226,201,198,5,http://db.pokemonhubs.com/zh/imgs/20821592136068b7b2633b2.png,http://db.pokemonhubs.com/zh/detail.php?p_id=457
527,滾滾蝙蝠,Psychic,Flying,1149,107,85,163,5,http://db.pokemonhubs.com/zh/imgs/20178826226068b96cedcf7.png,http://db.pokemonhubs.com/zh/detail.php?p_id=458
528,心蝙蝠,Psychic,Flying,1940,161,119,167,5,http://db.pokemonhubs.com/zh/imgs/9644537606068ba4b15432.png,http://db.pokemonhubs.com/zh/detail.php?p_id=459
529,螺釘地鼠,Ground,,1555,154,85,155,5,http://db.pokemonhubs.com/zh/imgs/908983887606c0d41711d3.png,http://db.pokemonhubs.com/zh/detail.php?p_id=537
530,龍頭地鼠,Ground,Steel,3667,255,129,242,5,http://db.pokemonhubs.com/zh/imgs/1353925253606c0e4fa7e04.png,http://db.pokemonhubs.com/zh/detail.php?p_id=538
531,差不多娃娃,Normal,,1902,114,163,230,5,http://db.pokemonhubs.com/zh/imgs/792792428606c0ee9c4e97.png,http://db.pokemonhubs.com/zh/detail.php?p_id=539
532,搬運小匠,Fighting,,1487,134,87,181,5,http://db.pokemonhubs.com/zh/imgs/440620354606c0f6c11aa6.png,http://db.pokemonhubs.com/zh/detail.php?p_id=540
533,鐵骨土人,Fighting,,2452,180,134,198,5,http://db.pokemonhubs.com/zh/imgs/151595853606c100ca942f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=541
534,修建老匠,Fighting,,3773,243,158,233,5,http://db.pokemonhubs.com/zh/imgs/887352685606c109cea041.png,http://db.pokemonhubs.com/zh/detail.php?p_id=542
535,圓蝌蚪,Water,,948,98,78,137,5,http://db.pokemonhubs.com/zh/imgs/648050668606c118928b22.png,http://db.pokemonhubs.com/zh/detail.php?p_id=543
536,藍蟾蜍,Water,Ground,1574,128,109,181,5,http://db.pokemonhubs.com/zh/imgs/1842983393606c122518035.png,http://db.pokemonhubs.com/zh/detail.php?p_id=544
537,蟾蜍王,Water,Ground,2899,188,150,233,5,http://db.pokemonhubs.com/zh/imgs/1848340193606c12cbabccd.png,http://db.pokemonhubs.com/zh/detail.php?p_id=545
538,投摔鬼,Fighting,,2896,172,160,260,5,http://db.pokemonhubs.com/zh/imgs/1295296308606c136876dd6.png,http://db.pokemonhubs.com/zh/detail.php?p_id=546
539,打擊鬼,Fighting,,3152,231,153,181,5,http://db.pokemonhubs.com/zh/imgs/1721170556606c13fb21df0.png,http://db.pokemonhubs.com/zh/detail.php?p_id=547
540,蟲寶包,Bug,Grass,1105,96,124,128,5,http://db.pokemonhubs.com/zh/imgs/1290699335606c1503775c1.png,http://db.pokemonhubs.com/zh/detail.php?p_id=548
541,寶包繭,Bug,Grass,1549,115,162,146,5,http://db.pokemonhubs.com/zh/imgs/1979985312606c15c3e68a9.png,http://db.pokemonhubs.com/zh/detail.php?p_id=549
542,保母蟲,Bug,Grass,2917,205,165,181,5,http://db.pokemonhubs.com/zh/imgs/395985178606c16ce53afe.png,http://db.pokemonhubs.com/zh/detail.php?p_id=550
543,百足蜈蚣,Bug,Poison,799,83,99,102,5,http://db.pokemonhubs.com/zh/imgs/956050335606c178751575.png,http://db.pokemonhubs.com/zh/detail.php?p_id=551
544,車輪毬,Bug,Poison,1293,100,173,120,5,http://db.pokemonhubs.com/zh/imgs/790031938606c183805d46.png,http://db.pokemonhubs.com/zh/detail.php?p_id=552
545,蜈蚣王,Bug,Poison,2766,203,175,155,5,http://db.pokemonhubs.com/zh/imgs/1489639924606c1c14caff8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=553
546,木棉球,Grass,Fairy,791,71,111,120,5,http://db.pokemonhubs.com/zh/imgs/1073092602606c1d20e28b8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=554
547,風妖精,Grass,Fairy,2277,164,176,155,5,http://db.pokemonhubs.com/zh/imgs/294430117606c1df070131.png,http://db.pokemonhubs.com/zh/detail.php?p_id=555
548,百合根娃娃,Grass,,1164,119,91,128,5,http://db.pokemonhubs.com/zh/imgs/1795466600606c1ec3449a3.png,http://db.pokemonhubs.com/zh/detail.php?p_id=556
549,裙兒小姐,Grass,,2883,214,155,172,5,http://db.pokemonhubs.com/zh/imgs/1408746455606c1f4f678fd.png,http://db.pokemonhubs.com/zh/detail.php?p_id=557
550,野蠻鱸魚,Water,,2363,189,129,172,5,http://db.pokemonhubs.com/zh/imgs/1230966940606c1fe7e48f1.png,http://db.pokemonhubs.com/zh/detail.php?p_id=558
551,黑眼鱷,Ground,Dark,1172,132,69,137,5,http://db.pokemonhubs.com/zh/imgs/1039844699606c20d87afba.png,http://db.pokemonhubs.com/zh/detail.php?p_id=559
552,混混鱷,Ground,Dark,1603,155,90,155,5,http://db.pokemonhubs.com/zh/imgs/1081477956606c218fdc74b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=560
553,流氓鱷,Ground,Dark,3444,229,158,216,5,http://db.pokemonhubs.com/zh/imgs/499793534606c228b276cf.png,http://db.pokemonhubs.com/zh/detail.php?p_id=561
554,火紅不倒翁,Fire,,1630,153,86,172,5,http://db.pokemonhubs.com/zh/imgs/623398659606c23573af6c.png,http://db.pokemonhubs.com/zh/detail.php?p_id=562
555,達摩狒狒,Fire,,3511,263,114,233,5,http://db.pokemonhubs.com/zh/imgs/722882135606c23fe22950.png,http://db.pokemonhubs.com/zh/detail.php?p_id=563
556,沙鈴仙人掌,Grass,,2571,201,130,181,5,http://db.pokemonhubs.com/zh/imgs/1578477756606c26112260f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=564
557,石居蟹,Bug,Rock,1384,118,128,137,5,http://db.pokemonhubs.com/zh/imgs/359766674606c26fa2c669.png,http://db.pokemonhubs.com/zh/detail.php?p_id=565
558,岩殿居蟹,Bug,Rock,2874,188,200,172,5,http://db.pokemonhubs.com/zh/imgs/30762142606c27dad1026.png,http://db.pokemonhubs.com/zh/detail.php?p_id=566
559,滑滑小子,Dark,Fighting,1551,132,132,137,5,http://db.pokemonhubs.com/zh/imgs/1278803723606c28a3315a1.png,http://db.pokemonhubs.com/zh/detail.php?p_id=567
560,頭巾混混,Dark,Fighting,2581,163,222,163,5,http://db.pokemonhubs.com/zh/imgs/1540838681606c29700e009.png,http://db.pokemonhubs.com/zh/detail.php?p_id=568
561,象徵鳥,Psychic,Flying,2883,204,167,176,5,http://db.pokemonhubs.com/zh/imgs/845026957606c2a4145f51.png,http://db.pokemonhubs.com/zh/detail.php?p_id=569
562,哭哭面具,Ghost,,1110,95,141,116,5,http://db.pokemonhubs.com/zh/imgs/274580516606c2b6c04160.png,http://db.pokemonhubs.com/zh/detail.php?p_id=570
563,死神棺,Ghost,,2570,163,237,151,5,http://db.pokemonhubs.com/zh/imgs/1743619524606c2c1a64f93.png,http://db.pokemonhubs.com/zh/detail.php?p_id=571
564,原蓋海龜,Water,Rock,1683,134,146,144,5,http://db.pokemonhubs.com/zh/imgs/1455107301606c2cf7df905.png,http://db.pokemonhubs.com/zh/detail.php?p_id=572
565,肋骨海龜,Water,Rock,2964,192,197,179,5,http://db.pokemonhubs.com/zh/imgs/1152871344606c2daddd275.png,http://db.pokemonhubs.com/zh/detail.php?p_id=573
566,始祖小鳥,Rock,Flying,2083,213,89,146,5,http://db.pokemonhubs.com/zh/imgs/1220946983606c2e86734e4.png,http://db.pokemonhubs.com/zh/detail.php?p_id=574
567,始祖大鳥,Rock,Flying,3766,292,139,181,5,http://db.pokemonhubs.com/zh/imgs/1799292740606c59491923f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=575
568,破破袋,Poison,,1131,96,122,137,5,http://db.pokemonhubs.com/zh/imgs/1927546555606c59d4864ee.png,http://db.pokemonhubs.com/zh/detail.php?p_id=576
569,灰塵山,Poison,,2651,181,164,190,5,http://db.pokemonhubs.com/zh/imgs/1183037949606c5a780ce6a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=577
570,索羅亞,Dark,,1329,153,78,120,5,http://db.pokemonhubs.com/zh/imgs/1445240765606c5b03053db.png,http://db.pokemonhubs.com/zh/detail.php?p_id=578
571,索羅亞克,Dark,,2907,250,127,155,5,http://db.pokemonhubs.com/zh/imgs/1161108252606c5bb1052bc.png,http://db.pokemonhubs.com/zh/detail.php?p_id=581
572,泡沫栗鼠,Normal,,986,98,80,146,5,http://db.pokemonhubs.com/zh/imgs/188329202606c5c6c6997c.png,http://db.pokemonhubs.com/zh/detail.php?p_id=582
573,奇諾栗鼠,Normal,,2535,198,130,181,5,http://db.pokemonhubs.com/zh/imgs/1131589817606c5ce45cd22.png,http://db.pokemonhubs.com/zh/detail.php?p_id=583
574,哥德寶寶,Psychic,,1075,98,112,128,5,http://db.pokemonhubs.com/zh/imgs/1522711439606c5d7c990fb.png,http://db.pokemonhubs.com/zh/detail.php?p_id=584
575,哥德小童,Psychic,,1813,137,153,155,5,http://db.pokemonhubs.com/zh/imgs/1307773683606c5e0145a15.png,http://db.pokemonhubs.com/zh/detail.php?p_id=585
576,哥德小姐,Psychic,,2735,176,205,172,5,http://db.pokemonhubs.com/zh/imgs/181305465606c5e933ed46.png,http://db.pokemonhubs.com/zh/detail.php?p_id=586
577,單卵細胞球,Psychic,,1546,170,83,128,5,http://db.pokemonhubs.com/zh/imgs/828922049606c64db953e9.png,http://db.pokemonhubs.com/zh/detail.php?p_id=587
579,人造細胞卵,Psychic,,3309,214,148,242,5,http://db.pokemonhubs.com/zh/imgs/1626653816606c68359733d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=589
580,鴨寶寶,Water,Flying,968,84,96,158,5,http://db.pokemonhubs.com/zh/imgs/1930235195606c68e6970a8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=590
581,舞天鵝,Water,Flying,2361,182,132,181,5,http://db.pokemonhubs.com/zh/imgs/183905064606c69905d89a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=591
582,迷你冰,Ice,,1168,118,106,113,5,http://db.pokemonhubs.com/zh/imgs/1011580022606c6a24551c8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=592
583,多多冰,Ice,,1799,151,138,139,5,http://db.pokemonhubs.com/zh/imgs/665443459606c6aae07c63.png,http://db.pokemonhubs.com/zh/detail.php?p_id=593
584,雙倍多多冰,Ice,,3190,218,184,174,5,http://db.pokemonhubs.com/zh/imgs/1789185530606c6b2dde749.png,http://db.pokemonhubs.com/zh/detail.php?p_id=594
585,四季鹿,Normal,Grass,1283,115,100,155,5,http://db.pokemonhubs.com/zh/imgs/2051386096606c6be06aebf.png,http://db.pokemonhubs.com/zh/detail.php?p_id=595
586,萌芽鹿,Normal,Grass,2732,198,146,190,5,http://db.pokemonhubs.com/zh/imgs/1751550522606c6c96ce595.png,http://db.pokemonhubs.com/zh/detail.php?p_id=596
587,電飛鼠,Electric,Flying,1847,158,127,146,5,http://db.pokemonhubs.com/zh/imgs/1003411680606c6d4085964.png,http://db.pokemonhubs.com/zh/detail.php?p_id=597
588,蓋蓋蟲,Bug,,1336,137,87,137,5,http://db.pokemonhubs.com/zh/imgs/446945722606c6de6a067a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=598
589,騎士蝸牛,Bug,Steel,3266,223,187,172,5,http://db.pokemonhubs.com/zh/imgs/615328652606c6ea441200.png,http://db.pokemonhubs.com/zh/detail.php?p_id=599
590,哎呀球菇,Grass,Poison,1107,97,91,170,5,http://db.pokemonhubs.com/zh/imgs/490591345606c6f4bb024a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=600
591,敗露球菇,Grass,Poison,2420,155,139,249,5,http://db.pokemonhubs.com/zh/imgs/1907417936606c706c1143c.png,http://db.pokemonhubs.com/zh/detail.php?p_id=601
592,輕飄飄,Water,Ghost,1421,115,134,146,5,http://db.pokemonhubs.com/zh/imgs/1421344853606c71283e734.png,http://db.pokemonhubs.com/zh/detail.php?p_id=602
593,胖嘟嘟,Water,Ghost,2644,159,178,225,5,http://db.pokemonhubs.com/zh/imgs/1041787755606c71d2b6f2f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=603
594,保母曼波,Water,,2452,138,131,338,5,http://db.pokemonhubs.com/zh/imgs/1977101128606c727d7980b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=604
595,電電蟲,Bug,Electric,1156,110,98,137,5,http://db.pokemonhubs.com/zh/imgs/697589568606c7414c8716.png,http://db.pokemonhubs.com/zh/detail.php?p_id=605
596,電蜘蛛,Bug,Electric,2494,201,128,172,5,http://db.pokemonhubs.com/zh/imgs/666258904606c749c587e1.png,http://db.pokemonhubs.com/zh/detail.php?p_id=606
597,種子鐵球,Grass,Steel,1064,82,155,127,5,http://db.pokemonhubs.com/zh/imgs/1522789354606c756c25cb5.png,http://db.pokemonhubs.com/zh/detail.php?p_id=607
598,堅果啞鈴,Grass,Steel,2624,158,223,179,5,http://db.pokemonhubs.com/zh/imgs/1957623350606c762620d1d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=608
599,齒輪兒,Steel,,1081,98,121,120,5,http://db.pokemonhubs.com/zh/imgs/649889713606c772f2c79d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=609
600,齒輪組,Steel,,2088,150,174,155,5,http://db.pokemonhubs.com/zh/imgs/913611474606c78238e01d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=610
601,齒輪怪,Steel,,2981,199,214,155,5,http://db.pokemonhubs.com/zh/imgs/1679256057606c78c86549a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=611
602,麻麻小魚,Electric,,917,105,78,111,5,http://db.pokemonhubs.com/zh/imgs/452561324606c99b28e5f9.png,http://db.pokemonhubs.com/zh/detail.php?p_id=614
603,麻麻鰻,Electric,,1939,156,130,163,5,http://db.pokemonhubs.com/zh/imgs/1672188047606c9a5532e8f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=615
604,麻麻鰻魚王,Electric,,3089,217,152,198,5,http://db.pokemonhubs.com/zh/imgs/765854020606c9acc9398a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=616
605,小灰怪,Psychic,,1566,148,100,146,5,http://db.pokemonhubs.com/zh/imgs/515461838606c9b6587ddc.png,http://db.pokemonhubs.com/zh/detail.php?p_id=617
606,大宇怪,Psychic,,3112,221,163,181,5,http://db.pokemonhubs.com/zh/imgs/1371339094606c9be2e11ae.png,http://db.pokemonhubs.com/zh/detail.php?p_id=618
607,燭光靈,Ghost,Fire,1138,108,98,137,5,http://db.pokemonhubs.com/zh/imgs/1563485089606c9cc21c354.png,http://db.pokemonhubs.com/zh/detail.php?p_id=619
608,燈火幽靈,Ghost,Fire,1931,169,115,155,5,http://db.pokemonhubs.com/zh/imgs/2039446027606c9d9b93b8d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=620
609,水晶燈火靈,Ghost,Fire,3695,271,182,155,5,http://db.pokemonhubs.com/zh/imgs/520773731606c9e39087df.png,http://db.pokemonhubs.com/zh/detail.php?p_id=621
610,牙牙,Dragon,,1547,154,101,130,5,http://db.pokemonhubs.com/zh/imgs/119020219606c9f5f997f2.png,http://db.pokemonhubs.com/zh/detail.php?p_id=622
611,斧牙龍,Dragon,,2526,212,123,165,5,http://db.pokemonhubs.com/zh/imgs/1960884402606ca0030d72c.png,http://db.pokemonhubs.com/zh/detail.php?p_id=623
612,雙斧戰龍,Dragon,,4062,284,172,183,5,http://db.pokemonhubs.com/zh/imgs/1033800880606ca08f163ae.png,http://db.pokemonhubs.com/zh/detail.php?p_id=624
613,噴嚏熊,Ice,,1208,128,74,146,5,http://db.pokemonhubs.com/zh/imgs/367538034606dacb09bd88.png,http://db.pokemonhubs.com/zh/detail.php?p_id=639
614,凍原熊,Ice,,3439,233,152,216,5,http://db.pokemonhubs.com/zh/imgs/1262262952606dadca18bd4.png,http://db.pokemonhubs.com/zh/detail.php?p_id=640
615,幾何雪花,Ice,,3163,190,218,190,5,http://db.pokemonhubs.com/zh/imgs/1414896617606dae94eeb14.png,http://db.pokemonhubs.com/zh/detail.php?p_id=641
616,小嘴蝸,Bug,,942,72,140,137,5,http://db.pokemonhubs.com/zh/imgs/1780586504606daf497f937.png,http://db.pokemonhubs.com/zh/detail.php?p_id=642
617,敏捷蟲,Bug,,2760,220,120,190,5,http://db.pokemonhubs.com/zh/imgs/402430648606db0bc8b896.png,http://db.pokemonhubs.com/zh/detail.php?p_id=644
618,泥巴魚,Ground,Electric,2445,144,171,240,5,http://db.pokemonhubs.com/zh/imgs/1748879375606db19846cf2.png,http://db.pokemonhubs.com/zh/detail.php?p_id=645
619,功夫鼬,Fighting,,1570,160,98,128,5,http://db.pokemonhubs.com/zh/imgs/1938919199606db22486f46.png,http://db.pokemonhubs.com/zh/detail.php?p_id=646
620,師父鼬,Fighting,,3064,258,127,163,5,http://db.pokemonhubs.com/zh/imgs/455784459606db2d5dd22e.png,http://db.pokemonhubs.com/zh/detail.php?p_id=647
621,赤面龍,Dragon,,3088,213,170,184,5,http://db.pokemonhubs.com/zh/imgs/1253469008606db3743cd00.png,http://db.pokemonhubs.com/zh/detail.php?p_id=648
622,泥偶小人,Ground,Ghost,1344,127,92,153,5,http://db.pokemonhubs.com/zh/imgs/2000272697606db7ac991e2.png,http://db.pokemonhubs.com/zh/detail.php?p_id=650
623,泥偶巨人,Ground,Ghost,3226,222,154,205,5,http://db.pokemonhubs.com/zh/imgs/1774894330606db89e36c0a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=652
624,駒刀小兵,Dark,Steel,1620,154,114,128,5,http://db.pokemonhubs.com/zh/imgs/1007395041606db97cd3eb0.png,http://db.pokemonhubs.com/zh/detail.php?p_id=653
